T,Qc,Qk,Qk-1,Qk+1
4168,-1,0.0063068638259303,0.00627173534252646,0.0147682095812158
4169,-1,0.0147682095812158,0.0063068638259303,0.116545639283428
4170,-1,0.116545639283428,0.0147682095812158,0.092562968294397
4171,-1,0.092562968294397,0.116545639283428,0.0697900181893986
4172,-1,0.0697900181893986,0.092562968294397,0.0527010518573828
4173,-1,0.0527010518573828,0.0697900181893986,0.0441948197066368
4174,-1,0.0441948197066368,0.0527010518573828,0.0363418472417082
4175,-1,0.0363418472417082,0.0441948197066368,0.0306795260334914
4176,-1,0.0306795260334914,0.0363418472417082,0.0269579884805897
4177,-1,0.0269579884805897,0.0306795260334914,0.0243502190098308
4178,-1,0.0243502190098308,0.0269579884805897,0.0227305357139256
4179,-1,0.0227305357139256,0.0243502190098308,0.0212240441978772
4382,-1,0.0141718710490621,0.0160648409352998,0.0130838638547487
4383,-1,0.0130838638547487,0.0141718710490621,0.0121195869853132
4384,-1,0.0121195869853132,0.0130838638547487,0.0107639527896602
4385,-1,0.0107639527896602,0.0121195869853132,0.0103841748524165
4386,-1,0.0103841748524165,0.0107639527896602,0.00946114142460702
4387,-1,0.00946114142460702,0.0103841748524165,0.00900791893595043
4388,-1,0.00900791893595043,0.00946114142460702,0.0131912008873715
4389,-1,0.0131912008873715,0.00900791893595043,0.0209333885240839
4390,-1,0.0209333885240839,0.0131912008873715,0.014507738382051
4391,-1,0.014507738382051,0.0209333885240839,0.0128611883016165
4392,-1,0.0128611883016165,0.014507738382051,0.0125117249444954
4393,-1,0.0125117249444954,0.0128611883016165,0.0107035838404032
4394,-1,0.0107035838404032,0.0125117249444954,0.00963405162625037
4395,-1,0.00963405162625037,0.0107035838404032,0.00875265195654919
4396,-1,0.00875265195654919,0.00963405162625037,0.00875935238949474
4397,-1,0.00875935238949474,0.00875265195654919,0.00950687350577906
4398,-1,0.00950687350577906,0.00875935238949474,0.013256774056392
4399,-1,0.013256774056392,0.00950687350577906,0.0149359806158426
4583,-1,0.0250344438032412,0.0266218609366125,0.0239473473473864
4584,-1,0.0239473473473864,0.0250344438032412,0.023056710187605
4585,-1,0.023056710187605,0.0239473473473864,0.0219147092132449
4723,-1,0.00282465532940402,0.00327657676311972,0.00233688983206698
4724,-1,0.00233688983206698,0.00282465532940402,0.00204441268135649
5978,-1,0.000461874504013462,0.000490757923701064,0.000543385596059781
5979,-1,0.000543385596059781,0.000461874504013462,0.0012142745763261
5980,-1,0.0012142745763261,0.000543385596059781,0.00105079702300415
5981,-1,0.00105079702300415,0.0012142745763261,0.000853166777484021
5982,-1,0.000853166777484021,0.00105079702300415,0.000699186925230519
5983,-1,0.000699186925230519,0.000853166777484021,0.000605641074981032
5984,-1,0.000605641074981032,0.000699186925230519,0.000520877345582505
5985,-1,0.000520877345582505,0.000605641074981032,0.000465712616089067
5986,-1,0.000465712616089067,0.000520877345582505,0.00042297296128106
5987,-1,0.00042297296128106,0.000465712616089067,0.000393569119617105
5988,-1,0.000393569119617105,0.00042297296128106,0.000364880858170635
5989,-1,0.000364880858170635,0.000393569119617105,0.000345039770322169
6015,-1,0.0239890461582417,0.0158649338436331,0.132325419081181
6016,-1,0.132325419081181,0.0239890461582417,0.102070427274899
